843,1601
843,99969
843,2364
843,96921
843,2875
843,96295
1601,2364
1601,2875
1601,6565
1601,96921
2364,2875
2364,6565
2364,6993
2364,99969
2875,6565
2875,6993
2875,12000
6565,6993
6565,7057
6565,7388
6565,96196
6993,7057
6993,7388
6993,8042
7057,7388
7057,8042
7057,9419
7388,8042
7388,9419
7388,10088
8042,10088
8042,10172
8042,44477
9419,10088
9419,10172
9419,12000
10088,10172
10088,13666
10088,34852
10172,12000
10172,13666
10172,44676
12000,13666
12000,13836
12000,14892
13666,14892
13666,16314
13666,45640
13836,14892
13836,69588
13836,54071
14892,16314
14892,19395
14892,21477
16314,19395
16314,21596
16314,41017
19395,21477
19395,21596
19395,21623
21477,21596
21477,21623
21477,34852
21596,22989
21596,49919
21596,69681
21596,48820
21596,74859
21623,22009
21623,22989
21623,23112
22009,22989
22009,23112
22009,26598
22989,23112
22989,26598
22989,28037
23112,26598
23112,28037
23112,29338
26598,29338
26598,29787
26598,51104
28037,29338
28037,31941
28037,99969
29338,29787
29338,31941
29338,32366
29338,65553
29787,31941
29787,32366
29787,32641
29787,78449
31941,32366
31941,32641
31941,33510
32366,32641
32366,33510
32366,34369
32366,44477
32641,34369
32641,34852
32641,63011
32641,71425
33510,34369
33510,34852
33510,36416
33510,79326
33510,40110
33510,73311
34369,36416
34369,38160
34369,41339
34852,36416
34852,38160
34852,39624
36416,38160
36416,39624
36416,78308
38160,39624
38160,40110
38160,41017
38160,78432
39624,40110
39624,41017
39624,41339
40110,41017
40110,42537
41017,41339
41017,42537
41017,42794
41017,45673
41339,42537
41339,42794
41339,44066
42537,42794
42537,44066
42537,44477
42794,44066
42794,44477
42794,44676
44066,44477
44066,44676
44066,45486
44477,45486
44477,45640
44676,45486
44676,45640
44676,45673
45486,45640
45486,45673
45486,46062
45640,45673
45640,46062
45640,47389
45673,47389
45673,47621
45673,99969
46062,47621
46062,48820
46062,84512
47389,47621
47389,48820
47389,48886
47621,48820
47621,48886
47621,49919
48820,48886
48820,49919
48820,50220
48886,50220
48886,51104
48886,94757
49919,50220
49919,51104
49919,51567
50220,51104
50220,51567
50220,53923
51104,51567
51104,53923
51104,54071
51104,65553
51567,53923
51567,58104
51567,94757
53923,58104
53923,58752
53923,70133
54071,58104
54071,58752
54071,62041
58104,58752
58104,62041
58104,62374
58752,62041
58752,62374
58752,62503
62041,62374
62041,62503
62041,63011
62374,62503
62374,63011
62374,64583
62503,63011
62503,64583
62503,65553
63011,64583
63011,65553
63011,65803
63011,72777
64583,65553
64583,65803
64583,66314
65553,67108
65803,66314
65803,67108
65803,68115
66314,67108
66314,68115
66314,68931
67108,68931
67108,69588
67108,71794
68115,68931
68115,69588
68115,69681
68931,69588
68931,69681
68931,70133
68931,74848
69588,69681
69588,70133
69588,71049
69681,71049
69681,71136
69681,78432
70133,71049
70133,71136
70133,71425
71049,71136
71049,71425
71049,71708
71136,71425
71136,71708
71136,71794
71425,71708
71425,71794
71708,71794
71708,72777
71708,73311
71794,72777
71794,73311
71794,74848
72777,73311
72777,74848
73311,74859
73311,99969
74848,74859
74848,78308
74859,78308
74859,78432
78308,78432
78308,78449
78308,78877
78432,78877
78449,78877
78449,79471
78877,79471
78877,80379
78877,96295
79326,80379
79326,96295
79471,80379
79471,84512
79471,86703
80379,84512
80379,86703
80379,87327
84512,86703
84512,87327
84512,96921
86703,87327
86703,89840
86703,90063
87327,89840
87327,90063
87327,90723
89840,90063
89840,90723
89840,92802
90063,90723
90063,92802
90063,94757
90723,92802
90723,94757
90723,96196
92802,94757
92802,96196
92802,96295
94757,96196
94757,96295
94757,96921
96196,96295
96196,99969
96295,96921
96295,99969
96921,99969
